-----------WF-CO-30KG 动力系统测试台-----------
设备ID：,19319,软件版本：,53,硬件版本：,53
模式：,高级油门
测试时间：,2023-08-18 21:24
测试员：,
测试电机型号：,
电机极对数：,14,桨叶数：,2
测试螺旋桨型号：,
测试电调型号：,
测试电源型号：,
备注：,
------------www.lyfh-tj.com--------------
序号,时间,油门 - %,PWM - us,电压 - V,电流 - A,拉力 - gf,扭矩 - N*m,换相转速 - RPM,转速（光电) - RPM,红外温度 - ℃,总（电）功率 - W,轴功率 - W,电机效率 - %,桨力效 - gf/W,系统力效 - gf/W,耗电量（mAh）,耗电量（Wh）,路端电压 - V,线损功率 - W,修正功率 - W,D2 油门 - %,D2 PWM - us,D2 电压 - V,D2 电流 - A,D2 拉力 - gf,D2 扭矩 - N*m,D2 换相转速 - RPM,D2 转速（光电) - RPM,D2 红外温度 - ℃,D2 总（电）功率 - W,D2 轴功率 - W,D2 电机效率 - %,D2 桨力效 - gf/W,D2 系统力效 - gf/W,D2 耗电量（mAh）,D2 耗电量（Wh）,D2 路端电压 - V,D2 线损功率 - W,D2 修正功率 - W,环境温度 - ℃,空气湿度 - %HR,大气压 - kPa,空气质量,空速 - m/s
189,2023-08-18 21:24:40.558,50.95,1527,23.37,16.15,1962.00,0.636,0.00,4530.00,30.20,377.43,301.71,79.94,6.50,5.20,48.13,1.12,23.37,0.0,377.4,64.04,1637,23.44,17.37,-2820.00,0.720,0.00,4530.00,30.70,407.15,341.55,83.89,8.26,6.93,41.69,0.97,23.44,0.0,407.2,30.70,70,100.76000213623,84,0.00
190,2023-08-18 21:24:40.658,50.95,1527,23.36,15.97,1958.00,0.636,0.00,4530.00,30.20,373.06,301.71,80.87,6.49,5.25,48.58,1.13,23.36,0.0,373.1,64.04,1637,23.44,17.41,-2817.00,0.720,0.00,4530.00,30.70,408.09,341.55,83.70,8.25,6.90,42.18,0.99,23.44,0.0,408.1,30.70,70,100.76000213623,84,0.00
191,2023-08-18 21:24:40.779,50.95,1527,23.36,15.97,1955.00,0.637,0.00,4530.00,30.20,373.06,302.18,81.00,6.47,5.24,49.05,1.14,23.36,0.0,373.1,64.04,1637,23.44,17.41,-2818.00,0.719,0.00,4530.00,30.70,408.09,341.08,83.58,8.26,6.91,42.66,1.00,23.44,0.0,408.1,30.70,70,100.76000213623,84,0.00
192,2023-08-18 21:24:40.879,50.95,1527,23.38,16.00,1959.00,0.637,0.00,4530.00,30.20,374.08,302.18,80.78,6.48,5.24,49.46,1.15,23.38,0.0,374.1,64.04,1637,23.44,17.28,-2815.00,0.715,0.00,4530.00,30.70,405.04,339.18,83.74,8.30,6.95,43.14,1.01,23.44,0.0,405.0,30.70,70,100.76000213623,84,0.00
193,2023-08-18 21:24:40.999,50.95,1527,23.38,16.00,1958.00,0.636,0.00,4530.00,30.20,374.08,301.71,80.65,6.49,5.23,49.91,1.16,23.38,0.0,374.1,64.04,1637,23.44,17.28,-2808.00,0.713,0.00,4530.00,30.70,405.04,338.23,83.51,8.30,6.93,43.62,1.02,23.44,0.0,405.0,30.70,70,100.76000213623,84,0.00
194,2023-08-18 21:24:41.099,50.95,1527,23.33,15.86,1955.00,0.637,0.00,4530.00,30.20,370.01,302.18,81.67,6.47,5.28,50.35,1.17,23.33,0.0,370.0,64.04,1637,23.44,17.43,-2809.00,0.721,0.00,4530.00,30.70,408.56,342.03,83.72,8.21,6.88,44.10,1.03,23.44,0.0,408.6,30.70,70,100.76000213623,84,0.00
195,2023-08-18 21:24:41.210,50.95,1527,23.33,15.86,1954.00,0.636,0.00,4530.00,30.20,370.01,301.71,81.54,6.48,5.28,50.79,1.18,23.33,0.0,370.0,64.04,1637,23.44,17.43,-2817.00,0.722,0.00,4530.00,30.70,408.56,342.50,83.83,8.22,6.89,44.59,1.04,23.44,0.0,408.6,30.70,70,100.76000213623,84,0.00
196,2023-08-18 21:24:41.330,50.95,1527,23.36,16.02,1954.00,0.636,0.00,4530.00,30.20,374.23,301.71,80.62,6.48,5.22,51.23,1.19,23.36,0.0,374.2,64.04,1637,23.43,17.34,-2818.00,0.719,0.00,4530.00,30.80,406.28,341.08,83.95,8.26,6.94,45.07,1.05,23.43,0.0,406.3,30.70,70,100.76000213623,84,0.00
197,2023-08-18 21:24:41.440,50.95,1527,23.36,16.02,1953.00,0.637,0.00,4530.00,30.20,374.23,302.18,80.75,6.46,5.22,51.68,1.20,23.36,0.0,374.2,64.04,1637,23.44,17.22,-2813.00,0.715,0.00,4530.00,30.80,403.64,339.18,84.03,8.29,6.97,45.55,1.06,23.44,0.0,403.6,30.70,70,100.76000213623,84,0.00
198,2023-08-18 21:24:41.540,50.95,1527,23.34,16.05,1950.00,0.636,0.00,4530.00,30.20,374.61,301.71,80.54,6.46,5.21,52.12,1.21,23.34,0.0,374.6,64.04,1637,23.44,17.22,-2805.00,0.712,0.00,4530.00,30.80,403.64,337.76,83.68,8.30,6.95,46.03,1.08,23.44,0.0,403.6,30.70,70,100.76000213623,84,0.00
199,2023-08-18 21:24:41.650,50.95,1527,23.37,16.12,1948.00,0.637,0.00,4530.00,30.20,376.72,302.18,80.21,6.45,5.17,52.57,1.23,23.37,0.0,376.7,64.04,1637,23.44,17.22,-2807.00,0.717,0.00,4530.00,30.80,403.64,340.13,84.27,8.25,6.95,46.50,1.09,23.44,0.0,403.6,30.70,70,100.76000213623,84,0.00
200,2023-08-18 21:24:41.770,50.95,1527,23.37,16.12,1946.00,0.637,0.00,4530.00,30.20,376.72,302.18,80.21,6.44,5.17,53.02,1.24,23.37,0.0,376.7,64.04,1637,23.44,17.24,-2808.00,0.716,0.00,4530.00,30.80,404.11,339.66,84.05,8.27,6.95,46.98,1.10,23.44,0.0,404.1,30.70,70,100.76000213623,84,0.00
201,2023-08-18 21:24:41.871,50.95,1527,23.37,16.12,1944.00,0.637,0.00,4560.00,30.20,376.72,304.18,80.74,6.39,5.16,53.51,1.25,23.37,0.0,376.7,64.04,1637,23.44,17.24,-2808.00,0.716,0.00,4530.00,30.80,404.11,339.66,84.05,8.27,6.95,47.46,1.11,23.44,0.0,404.1,30.80,70,100.76000213623,84,0.00
202,2023-08-18 21:24:41.972,50.95,1527,23.34,15.99,1947.00,0.635,0.00,4560.00,30.20,373.21,303.23,81.25,6.42,5.22,53.91,1.26,23.34,0.0,373.2,64.04,1637,23.44,17.28,-2809.00,0.717,0.00,4530.00,30.80,405.04,340.13,83.97,8.26,6.94,47.94,1.12,23.44,0.0,405.0,30.80,70,100.76000213623,84,0.00
203,2023-08-18 21:24:42.072,50.95,1527,23.34,15.99,1945.00,0.634,0.00,4560.00,30.20,373.21,302.75,81.12,6.42,5.21,54.36,1.27,23.34,0.0,373.2,64.04,1637,23.44,17.28,-2808.00,0.714,0.00,4530.00,30.80,405.04,338.71,83.62,8.29,6.93,48.42,1.13,23.44,0.0,405.0,30.80,70,100.76000213623,84,0.00
204,2023-08-18 21:24:42.183,50.95,1527,23.32,15.85,1942.00,0.633,0.00,4560.00,30.20,369.62,302.27,81.78,6.42,5.25,54.80,1.28,23.32,0.0,369.6,64.04,1637,23.43,17.22,-2807.00,0.717,0.00,4530.00,30.80,403.46,340.13,84.30,8.25,6.96,48.90,1.14,23.43,0.0,403.5,30.80,70,100.76000213623,84,0.00
205,2023-08-18 21:24:42.285,50.95,1527,23.32,15.85,1946.00,0.634,0.00,4560.00,30.20,369.62,302.75,81.91,6.43,5.26,55.24,1.29,23.32,0.0,369.6,64.04,1637,23.43,17.22,-2808.00,0.714,0.00,4500.00,30.80,403.46,336.46,83.39,8.35,6.96,49.38,1.15,23.43,0.0,403.5,30.80,70,100.76000213623,84,0.00
206,2023-08-18 21:24:42.385,50.95,1527,23.36,16.01,1947.00,0.636,0.00,4560.00,30.20,373.99,303.70,81.21,6.41,5.21,55.68,1.30,23.36,0.0,374.0,64.04,1637,23.44,17.24,-2802.00,0.712,0.00,4500.00,30.70,404.11,335.52,83.03,8.35,6.93,49.86,1.17,23.44,0.0,404.1,30.80,70,100.76000213623,84,0.00
207,2023-08-18 21:24:42.495,50.95,1527,23.36,16.01,1946.00,0.636,0.00,4560.00,30.20,373.99,303.70,81.21,6.41,5.20,56.13,1.31,23.36,0.0,374.0,64.04,1637,23.44,17.24,-2806.00,0.721,0.00,4500.00,30.70,404.11,339.76,84.08,8.26,6.94,50.34,1.18,23.44,0.0,404.1,30.80,70,100.76000213623,84,0.00
208,2023-08-18 21:24:42.605,50.95,1527,23.36,16.01,1942.00,0.634,0.00,4560.00,30.20,373.99,302.75,80.95,6.41,5.19,56.57,1.32,23.36,0.0,374.0,64.04,1637,23.44,17.28,-2810.00,0.718,0.00,4500.00,30.70,405.04,338.35,83.53,8.31,6.94,50.82,1.19,23.44,0.0,405.0,30.80,70,100.76000213623,84,0.00
209,2023-08-18 21:24:42.707,50.95,1527,23.36,16.01,1941.00,0.634,0.00,4560.00,30.20,373.99,302.75,80.95,6.41,5.19,57.02,1.33,23.36,0.0,374.0,64.04,1637,23.44,17.28,-2811.00,0.715,0.00,4500.00,30.70,405.04,336.94,83.19,8.34,6.94,51.30,1.20,23.44,0.0,405.0,30.80,70,100.76000213623,84,0.00
210,2023-08-18 21:24:42.817,50.95,1527,23.37,16.14,1943.00,0.635,0.00,4560.00,30.20,377.19,303.23,80.39,6.41,5.15,57.46,1.34,23.37,0.0,377.2,64.04,1637,23.43,17.14,-2809.00,0.713,0.00,4500.00,30.70,401.59,335.99,83.67,8.36,6.99,51.77,1.21,23.43,0.0,401.6,30.80,70,100.76000213623,84,0.00
211,2023-08-18 21:24:42.918,50.95,1527,23.37,16.14,1943.00,0.633,0.00,4530.00,30.20,377.19,300.28,79.61,6.47,5.15,57.94,1.35,23.37,0.0,377.2,64.04,1637,23.43,17.14,-2804.00,0.721,0.00,4500.00,30.70,401.59,339.76,84.60,8.25,6.98,52.25,1.22,23.43,0.0,401.6,30.70,70,100.76000213623,84,0.00
212,2023-08-18 21:24:43.009,50.95,1527,23.37,16.09,1940.00,0.637,0.00,4530.00,30.20,376.02,302.18,80.36,6.42,5.16,58.36,1.36,23.37,0.0,376.0,64.04,1637,23.44,17.23,-2809.00,0.717,0.00,4500.00,30.70,403.87,337.88,83.66,8.31,6.96,52.73,1.23,23.44,0.0,403.9,30.70,70,100.76000213623,84,0.00
213,2023-08-18 21:24:43.119,50.95,1527,23.37,16.09,1940.00,0.637,0.00,4530.00,30.20,376.02,302.18,80.36,6.42,5.16,58.81,1.37,23.37,0.0,376.0,64.04,1637,23.44,17.23,-2810.00,0.715,0.00,4500.00,30.70,403.87,336.94,83.43,8.34,6.96,53.21,1.24,23.44,0.0,403.9,30.70,70,100.76000213623,84,0.00
214,2023-08-18 21:24:43.210,50.95,1527,23.33,16.00,1940.00,0.637,0.00,4530.00,30.20,373.28,302.18,80.95,6.42,5.20,59.25,1.38,23.33,0.0,373.3,64.04,1637,23.44,17.30,-2808.00,0.717,0.00,4500.00,30.70,405.51,337.88,83.32,8.31,6.92,53.69,1.26,23.44,0.0,405.5,30.70,70,100.76000213623,84,0.00
215,2023-08-18 21:24:43.321,50.95,1527,23.33,16.00,1939.00,0.638,0.00,4530.00,30.20,373.28,302.65,81.08,6.41,5.19,59.70,1.39,23.33,0.0,373.3,64.04,1637,23.44,17.30,-2802.00,0.714,0.00,4560.00,30.70,405.51,340.95,84.08,8.22,6.91,54.17,1.27,23.44,0.0,405.5,30.70,70,100.76000213623,84,0.00
216,2023-08-18 21:24:43.421,50.95,1527,23.34,15.92,1940.00,0.637,0.00,4530.00,30.20,371.57,302.18,81.32,6.42,5.22,60.14,1.40,23.34,0.0,371.6,64.04,1637,23.45,17.30,-2802.00,0.716,0.00,4560.00,30.70,405.69,341.91,84.28,8.20,6.91,54.65,1.28,23.45,0.0,405.7,30.70,70,100.76000213623,84,0.00
217,2023-08-18 21:24:43.511,50.95,1527,23.34,15.92,1936.00,0.637,0.00,4530.00,30.20,371.57,302.18,81.32,6.41,5.21,60.58,1.41,23.34,0.0,371.6,64.04,1637,23.45,17.30,-2802.00,0.714,0.00,4560.00,30.70,405.69,340.95,84.04,8.22,6.91,55.13,1.29,23.45,0.0,405.7,30.70,70,100.76000213623,84,0.00
218,2023-08-18 21:24:43.621,50.95,1527,23.31,16.00,1937.00,0.639,0.00,4530.00,30.20,372.96,303.13,81.28,6.39,5.19,61.02,1.42,23.31,0.0,373.0,64.04,1637,23.43,17.24,-2802.00,0.718,0.00,4560.00,30.70,403.93,342.86,84.88,8.17,6.94,55.61,1.30,23.43,0.0,403.9,30.70,70,100.76000213623,84,0.00
219,2023-08-18 21:24:43.721,50.95,1527,23.31,16.00,1940.00,0.639,0.00,4530.00,30.20,372.96,303.13,81.28,6.40,5.20,61.47,1.43,23.31,0.0,373.0,64.04,1637,23.43,17.24,-2803.00,0.714,0.00,4560.00,30.70,403.93,340.95,84.41,8.22,6.94,56.09,1.31,23.43,0.0,403.9,30.70,70,100.76000213623,84,0.00
220,2023-08-18 21:24:43.821,50.95,1527,23.34,16.00,1931.00,0.639,0.00,4530.00,30.20,373.44,303.13,81.17,6.37,5.17,61.91,1.44,23.34,0.0,373.4,64.04,1637,23.43,17.24,-2800.00,0.715,0.00,4560.00,30.70,403.93,341.43,84.53,8.20,6.93,56.56,1.32,23.43,0.0,403.9,30.70,70,100.76000213623,84,0.00
221,2023-08-18 21:24:43.912,50.95,1527,23.34,16.00,1920.00,0.637,0.00,4530.00,30.20,373.44,302.18,80.92,6.35,5.14,62.36,1.45,23.34,0.0,373.4,64.04,1637,23.43,17.24,-2798.00,0.711,0.00,4560.00,30.70,403.93,339.52,84.05,8.24,6.93,57.04,1.33,23.43,0.0,403.9,30.70,70,100.76000213623,84,0.00
222,2023-08-18 21:24:44.012,50.95,1527,23.34,16.02,1915.00,0.636,0.00,4530.00,30.20,373.91,301.71,80.69,6.35,5.12,62.80,1.46,23.34,0.0,373.9,64.04,1637,23.45,17.10,-2791.00,0.710,0.00,4560.00,30.70,401.00,339.04,84.55,8.23,6.96,57.52,1.35,23.45,0.0,401.0,30.70,70,100.76000213623,84,0.00
223,2023-08-18 21:24:44.121,50.95,1527,23.34,16.02,1914.00,0.637,0.00,4530.00,30.20,373.91,302.18,80.82,6.33,5.12,63.25,1.47,23.34,0.0,373.9,64.04,1637,23.45,17.10,-2790.00,0.712,0.00,4560.00,30.70,401.00,340.00,84.79,8.21,6.96,57.99,1.36,23.45,0.0,401.0,30.70,70,100.76000213623,84,0.00
224,2023-08-18 21:24:44.221,50.95,1527,23.33,16.23,1911.00,0.638,0.00,4530.00,30.20,378.65,302.65,79.93,6.31,5.05,63.70,1.48,23.33,0.0,378.6,64.04,1637,23.44,17.17,-2787.00,0.710,0.00,4560.00,30.70,402.46,339.04,84.24,8.22,6.92,58.47,1.37,23.44,0.0,402.5,30.70,70,100.76000213623,84,0.00
225,2023-08-18 21:24:44.322,50.95,1527,23.33,16.23,1913.00,0.639,0.00,4530.00,30.20,378.65,303.13,80.06,6.31,5.05,64.15,1.50,23.33,0.0,378.6,64.04,1637,23.44,17.17,-2789.00,0.720,0.00,4530.00,30.70,402.46,341.55,84.87,8.17,6.93,58.95,1.38,23.44,0.0,402.5,30.70,70,100.76000213623,84,0.00
226,2023-08-18 21:24:44.422,50.95,1527,23.35,16.04,1915.00,0.637,0.00,4530.00,30.20,374.53,302.18,80.68,6.34,5.11,64.59,1.51,23.35,0.0,374.5,64.04,1637,23.43,17.23,-2798.00,0.715,0.00,4530.00,30.60,403.70,339.18,84.02,8.25,6.93,59.43,1.39,23.43,0.0,403.7,30.70,70,100.76000213623,84,0.00
227,2023-08-18 21:24:44.522,50.95,1527,23.35,16.04,1913.00,0.637,0.00,4530.00,30.20,374.53,302.18,80.68,6.33,5.11,65.04,1.52,23.35,0.0,374.5,64.04,1637,23.43,17.23,-2799.00,0.717,0.00,4530.00,30.60,403.70,340.13,84.25,8.23,6.93,59.90,1.40,23.43,0.0,403.7,30.70,70,100.76000213623,84,0.00
228,2023-08-18 21:24:44.622,50.95,1527,23.34,15.98,1911.00,0.638,0.00,4530.00,30.20,372.97,302.65,81.15,6.31,5.12,65.48,1.53,23.34,0.0,373.0,64.04,1637,23.45,17.29,-2800.00,0.711,0.00,4530.00,30.60,405.45,337.28,83.19,8.30,6.91,60.38,1.41,23.45,0.0,405.5,30.70,70,100.76000213623,84,0.00
229,2023-08-18 21:24:44.722,50.95,1527,23.34,15.98,1915.00,0.640,0.00,4530.00,30.20,372.97,303.60,81.40,6.31,5.13,65.93,1.54,23.34,0.0,373.0,64.04,1637,23.44,17.19,-2794.00,0.712,0.00,4530.00,30.60,402.93,337.76,83.82,8.27,6.93,60.86,1.42,23.44,0.0,402.9,30.70,70,100.76000213623,84,0.00
230,2023-08-18 21:24:44.822,50.95,1527,23.35,16.04,1913.00,0.639,0.00,4530.00,30.20,374.53,303.13,80.94,6.31,5.11,66.37,1.55,23.35,0.0,374.5,64.04,1637,23.44,17.19,-2791.00,0.712,0.00,4530.00,30.60,402.93,337.76,83.82,8.26,6.93,61.34,1.44,23.44,0.0,402.9,30.70,70,100.76000213623,84,0.00
231,2023-08-18 21:24:44.922,50.95,1527,23.35,16.04,1910.00,0.641,0.00,4530.00,30.20,374.53,304.08,81.19,6.28,5.10,66.85,1.56,23.35,0.0,374.5,64.04,1637,23.44,17.19,-2790.00,0.712,0.00,4530.00,30.60,402.93,337.76,83.82,8.26,6.92,61.82,1.45,23.44,0.0,402.9,30.70,70,100.76000213623,84,0.00
232,2023-08-18 21:24:45.022,50.95,1527,23.33,15.83,1905.00,0.637,0.00,4530.00,30.20,369.31,302.18,81.82,6.30,5.16,67.26,1.57,23.33,0.0,369.3,64.04,1637,23.44,17.06,-2789.00,0.714,0.00,4530.00,30.60,399.89,338.71,84.70,8.23,6.97,62.77,1.47,23.44,0.0,399.9,30.70,70,100.76000213623,84,0.00
